Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Rainfall_Category,Growing_Degree_Days,Temperature_Category,Pesticide_Category,Rainfall_Temp_Ratio,Yield_per_Pesticide
Japan,Yams,1990,210808,1668.0,79821.18,16.17,High,6.170000000000002,Moderate,Very High,103.15398886827457,2.6409702165488342
Japan,Maize,1991,24896,1668.0,79821.18,15.6,High,5.6,Moderate,Very High,106.92307692307692,0.3118932607453217
Japan,Maize,1991,24896,1668.0,79821.18,13.32,High,3.3200000000000003,Moderate,Very High,125.22522522522522,0.3118932607453217
Japan,Maize,1991,24896,1668.0,79821.18,15.43,High,5.43,Moderate,Very High,108.10110174983798,0.3118932607453217
Japan,Maize,1991,24896,1668.0,79821.18,15.38,High,5.380000000000001,Moderate,Very High,108.45253576072821,0.3118932607453217
Japan,Maize,1991,24896,1668.0,79821.18,15.49,High,5.49,Moderate,Very High,107.68237572627501,0.3118932607453217
Japan,Potatoes,1991,322809,1668.0,79821.18,15.6,High,5.6,Moderate,Very High,106.92307692307692,4.044101526668403
Japan,Potatoes,1991,322809,1668.0,79821.18,13.32,High,3.3200000000000003,Moderate,Very High,125.22522522522522,4.044101526668403
Japan,Potatoes,1991,322809,1668.0,79821.18,15.43,High,5.43,Moderate,Very High,108.10110174983798,4.044101526668403
Japan,Potatoes,1991,322809,1668.0,79821.18,15.38,High,5.380000000000001,Moderate,Very High,108.45253576072821,4.044101526668403
Japan,Potatoes,1991,322809,1668.0,79821.18,15.49,High,5.49,Moderate,Very High,107.68237572627501,4.044101526668403
Japan,"Rice, paddy",1991,58590,1668.0,79821.18,15.6,High,5.6,Moderate,Very High,106.92307692307692,0.734006512976719
Japan,"Rice, paddy",1991,58590,1668.0,79821.18,13.32,High,3.3200000000000003,Moderate,Very High,125.22522522522522,0.734006512976719
Japan,"Rice, paddy",1991,58590,1668.0,79821.18,15.43,High,5.43,Moderate,Very High,108.10110174983798,0.734006512976719
Japan,"Rice, paddy",1991,58590,1668.0,79821.18,15.38,High,5.380000000000001,Moderate,Very High,108.45253576072821,0.734006512976719
Japan,"Rice, paddy",1991,58590,1668.0,79821.18,15.49,High,5.49,Moderate,Very High,107.68237572627501,0.734006512976719
Japan,Soybeans,1991,14013,1668.0,79821.18,15.6,High,5.6,Moderate,Very High,106.92307692307692,0.17555270978567614
Japan,Soybeans,1991,14013,1668.0,79821.18,13.32,High,3.3200000000000003,Moderate,Very High,125.22522522522522,0.17555270978567614
Japan,Soybeans,1991,14013,1668.0,79821.18,15.43,High,5.43,Moderate,Very High,108.10110174983798,0.17555270978567614
Japan,Soybeans,1991,14013,1668.0,79821.18,15.38,High,5.380000000000001,Moderate,Very High,108.45253576072821,0.17555270978567614
Japan,Soybeans,1991,14013,1668.0,79821.18,15.49,High,5.49,Moderate,Very High,107.68237572627501,0.17555270978567614
Japan,Sweet potatoes,1991,205631,1668.0,79821.18,15.6,High,5.6,Moderate,Very High,106.92307692307692,2.576113556407505
Japan,Sweet potatoes,1991,205631,1668.0,79821.18,13.32,High,3.3200000000000003,Moderate,Very High,125.22522522522522,2.576113556407505
Japan,Sweet potatoes,1991,205631,1668.0,79821.18,15.43,High,5.43,Moderate,Very High,108.10110174983798,2.576113556407505
Japan,Sweet potatoes,1991,205631,1668.0,79821.18,15.38,High,5.380000000000001,Moderate,Very High,108.45253576072821,2.576113556407505
Japan,Sweet potatoes,1991,205631,1668.0,79821.18,15.49,High,5.49,Moderate,Very High,107.68237572627501,2.576113556407505
Japan,Wheat,1991,31797,1668.0,79821.18,15.6,High,5.6,Moderate,Very High,106.92307692307692,0.3983479278566434
Japan,Wheat,1991,31797,1668.0,79821.18,13.32,High,3.3200000000000003,Moderate,Very High,125.22522522522522,0.3983479278566434
Japan,Wheat,1991,31797,1668.0,79821.18,15.43,High,5.43,Moderate,Very High,108.10110174983798,0.3983479278566434
Japan,Wheat,1991,31797,1668.0,79821.18,15.38,High,5.380000000000001,Moderate,Very High,108.45253576072821,0.3983479278566434
Japan,Wheat,1991,31797,1668.0,79821.18,15.49,High,5.49,Moderate,Very High,107.68237572627501,0.3983479278566434
Japan,Yams,1991,192204,1668.0,79821.18,15.6,High,5.6,Moderate,Very High,106.92307692307692,2.4079021645362233
Japan,Yams,1991,192204,1668.0,79821.18,13.32,High,3.3200000000000003,Moderate,Very High,125.22522522522522,2.4079021645362233
Japan,Yams,1991,192204,1668.0,79821.18,15.43,High,5.43,Moderate,Very High,108.10110174983798,2.4079021645362233
Japan,Yams,1991,192204,1668.0,79821.18,15.38,High,5.380000000000001,Moderate,Very High,108.45253576072821,2.4079021645362233
Japan,Yams,1991,192204,1668.0,79821.18,15.49,High,5.49,Moderate,Very High,107.68237572627501,2.4079021645362233
Japan,Maize,1992,25180,1668.0,79821.18,15.63,High,5.630000000000001,Moderate,Very High,106.71785028790786,0.3154511690860861
Japan,Maize,1992,25180,1668.0,79821.18,12.94,High,2.9399999999999995,Moderate,Very High,128.90262751159196,0.3154511690860861
Japan,Maize,1992,25180,1668.0,79821.18,15.68,High,5.68,Moderate,Very High,106.37755102040816,0.3154511690860861
Japan,Maize,1992,25180,1668.0,79821.18,15.21,High,5.210000000000001,Moderate,Very High,109.66469428007889,0.3154511690860861
Japan,Maize,1992,25180,1668.0,79821.18,15.26,High,5.26,Moderate,Very High,109.30537352555702,0.3154511690860861
Japan,Potatoes,1992,313645,1668.0,79821.18,15.63,High,5.630000000000001,Moderate,Very High,106.71785028790786,3.929296343447398
Japan,Potatoes,1992,313645,1668.0,79821.18,12.94,High,2.9399999999999995,Moderate,Very High,128.90262751159196,3.929296343447398
Japan,Potatoes,1992,313645,1668.0,79821.18,15.68,High,5.68,Moderate,Very High,106.37755102040816,3.929296343447398
Japan,Potatoes,1992,313645,1668.0,79821.18,15.21,High,5.210000000000001,Moderate,Very High,109.66469428007889,3.929296343447398
Japan,Potatoes,1992,313645,1668.0,79821.18,15.26,High,5.26,Moderate,Very High,109.30537352555702,3.929296343447398
Japan,"Rice, paddy",1992,62754,1668.0,79821.18,15.63,High,5.630000000000001,Moderate,Very High,106.71785028790786,0.786172464846237
Japan,"Rice, paddy",1992,62754,1668.0,79821.18,12.94,High,2.9399999999999995,Moderate,Very High,128.90262751159196,0.786172464846237
Japan,"Rice, paddy",1992,62754,1668.0,79821.18,15.68,High,5.68,Moderate,Very High,106.37755102040816,0.786172464846237
Japan,"Rice, paddy",1992,62754,1668.0,79821.18,15.21,High,5.210000000000001,Moderate,Very High,109.66469428007889,0.786172464846237
Japan,"Rice, paddy",1992,62754,1668.0,79821.18,15.26,High,5.26,Moderate,Very High,109.30537352555702,0.786172464846237
Japan,Soybeans,1992,17116,1668.0,79821.18,15.63,High,5.630000000000001,Moderate,Very High,106.71785028790786,0.21442661676240865
Japan,Soybeans,1992,17116,1668.0,79821.18,12.94,High,2.9399999999999995,Moderate,Very High,128.90262751159196,0.21442661676240865
Japan,Soybeans,1992,17116,1668.0,79821.18,15.68,High,5.68,Moderate,Very High,106.37755102040816,0.21442661676240865
Japan,Soybeans,1992,17116,1668.0,79821.18,15.21,High,5.210000000000001,Moderate,Very High,109.66469428007889,0.21442661676240865
Japan,Soybeans,1992,17116,1668.0,79821.18,15.26,High,5.26,Moderate,Very High,109.30537352555702,0.21442661676240865
Japan,Sweet potatoes,1992,235027,1668.0,79821.18,15.63,High,5.630000000000001,Moderate,Very High,106.71785028790786,2.9443821253691644
Japan,Sweet potatoes,1992,235027,1668.0,79821.18,12.94,High,2.9399999999999995,Moderate,Very High,128.90262751159196,2.9443821253691644
Japan,Sweet potatoes,1992,235027,1668.0,79821.18,15.68,High,5.68,Moderate,Very High,106.37755102040816,2.9443821253691644
Japan,Sweet potatoes,1992,235027,1668.0,79821.18,15.21,High,5.210000000000001,Moderate,Very High,109.66469428007889,2.9443821253691644
Japan,Sweet potatoes,1992,235027,1668.0,79821.18,15.26,High,5.26,Moderate,Very High,109.30537352555702,2.9443821253691644
Japan,Wheat,1992,35371,1668.0,79821.18,15.63,High,5.630000000000001,Moderate,Very High,106.71785028790786,0.44312245042668597
Japan,Wheat,1992,35371,1668.0,79821.18,12.94,High,2.9399999999999995,Moderate,Very High,128.90262751159196,0.44312245042668597
Japan,Wheat,1992,35371,1668.0,79821.18,15.68,High,5.68,Moderate,Very High,106.37755102040816,0.44312245042668597
Japan,Wheat,1992,35371,1668.0,79821.18,15.21,High,5.210000000000001,Moderate,Very High,109.66469428007889,0.44312245042668597
Japan,Wheat,1992,35371,1668.0,79821.18,15.26,High,5.26,Moderate,Very High,109.30537352555702,0.44312245042668597
Japan,Yams,1992,188269,1668.0,79821.18,15.63,High,5.630000000000001,Moderate,Very High,106.71785028790786,2.3586050894626034
Japan,Yams,1992,188269,1668.0,79821.18,12.94,High,2.9399999999999995,Moderate,Very High,128.90262751159196,2.3586050894626034
Japan,Yams,1992,188269,1668.0,79821.18,15.68,High,5.68,Moderate,Very High,106.37755102040816,2.3586050894626034
Japan,Yams,1992,188269,1668.0,79821.18,15.21,High,5.210000000000001,Moderate,Very High,109.66469428007889,2.3586050894626034
Japan,Yams,1992,188269,1668.0,79821.18,15.26,High,5.26,Moderate,Very High,109.30537352555702,2.3586050894626034
Japan,Maize,1993,25000,1668.0,79821.18,14.93,High,4.93,Moderate,Very High,111.7213663764233,0.3131961567574326
Japan,Maize,1993,25000,1668.0,79821.18,12.49,High,2.49,Moderate,Very High,133.54683746997597,0.3131961567574326
Japan,Maize,1993,25000,1668.0,79821.18,14.99,High,4.99,Moderate,Very High,111.27418278852568,0.3131961567574326
Japan,Maize,1993,25000,1668.0,79821.18,14.68,High,4.68,Moderate,Very High,113.62397820163488,0.3131961567574326
Japan,Maize,1993,25000,1668.0,79821.18,14.72,High,4.720000000000001,Moderate,Very High,113.31521739130434,0.3131961567574326
Japan,Potatoes,1993,304856,1668.0,79821.18,14.93,High,4.93,Moderate,Very High,111.7213663764233,3.819189102577755
Japan,Potatoes,1993,304856,1668.0,79821.18,12.49,High,2.49,Moderate,Very High,133.54683746997597,3.819189102577755
Japan,Potatoes,1993,304856,1668.0,79821.18,14.99,High,4.99,Moderate,Very High,111.27418278852568,3.819189102577755
Japan,Potatoes,1993,304856,1668.0,79821.18,14.68,High,4.68,Moderate,Very High,113.62397820163488,3.819189102577755
Japan,Potatoes,1993,304856,1668.0,79821.18,14.72,High,4.720000000000001,Moderate,Very High,113.31521739130434,3.819189102577755
Japan,"Rice, paddy",1993,45783,1668.0,79821.18,14.93,High,4.93,Moderate,Very High,111.7213663764233,0.5735623857930214
Japan,"Rice, paddy",1993,45783,1668.0,79821.18,12.49,High,2.49,Moderate,Very High,133.54683746997597,0.5735623857930214
Japan,"Rice, paddy",1993,45783,1668.0,79821.18,14.99,High,4.99,Moderate,Very High,111.27418278852568,0.5735623857930214
Japan,"Rice, paddy",1993,45783,1668.0,79821.18,14.68,High,4.68,Moderate,Very High,113.62397820163488,0.5735623857930214
Japan,"Rice, paddy",1993,45783,1668.0,79821.18,14.72,High,4.720000000000001,Moderate,Very High,113.31521739130434,0.5735623857930214
Japan,Soybeans,1993,11510,1668.0,79821.18,14.93,High,4.93,Moderate,Very High,111.7213663764233,0.14419551057112198
Japan,Soybeans,1993,11510,1668.0,79821.18,12.49,High,2.49,Moderate,Very High,133.54683746997597,0.14419551057112198
Japan,Soybeans,1993,11510,1668.0,79821.18,14.99,High,4.99,Moderate,Very High,111.27418278852568,0.14419551057112198
Japan,Soybeans,1993,11510,1668.0,79821.18,14.68,High,4.68,Moderate,Very High,113.62397820163488,0.14419551057112198
Japan,Soybeans,1993,11510,1668.0,79821.18,14.72,High,4.720000000000001,Moderate,Very High,113.31521739130434,0.14419551057112198
Japan,Sweet potatoes,1993,194906,1668.0,79821.18,14.93,High,4.93,Moderate,Very High,111.7213663764233,2.4417524051585664
Japan,Sweet potatoes,1993,194906,1668.0,79821.18,12.49,High,2.49,Moderate,Very High,133.54683746997597,2.4417524051585664
Japan,Sweet potatoes,1993,194906,1668.0,79821.18,14.99,High,4.99,Moderate,Very High,111.27418278852568,2.4417524051585664
Japan,Sweet potatoes,1993,194906,1668.0,79821.18,14.68,High,4.68,Moderate,Very High,113.62397820163488,2.4417524051585664
Japan,Sweet potatoes,1993,194906,1668.0,79821.18,14.72,High,4.720000000000001,Moderate,Very High,113.31521739130434,2.4417524051585664
Japan,Wheat,1993,34739,1668.0,79821.18,14.93,High,4.93,Moderate,Very High,111.7213663764233,0.4352048515838581
Japan,Wheat,1993,34739,1668.0,79821.18,12.49,High,2.49,Moderate,Very High,133.54683746997597,0.4352048515838581
Japan,Wheat,1993,34739,1668.0,79821.18,14.99,High,4.99,Moderate,Very High,111.27418278852568,0.4352048515838581
Japan,Wheat,1993,34739,1668.0,79821.18,14.68,High,4.68,Moderate,Very High,113.62397820163488,0.4352048515838581
Japan,Wheat,1993,34739,1668.0,79821.18,14.72,High,4.720000000000001,Moderate,Very High,113.31521739130434,0.4352048515838581
Japan,Yams,1993,157998,1668.0,79821.18,14.93,High,4.93,Moderate,Very High,111.7213663764233,1.9793746550144335
Japan,Yams,1993,157998,1668.0,79821.18,12.49,High,2.49,Moderate,Very High,133.54683746997597,1.9793746550144335
Japan,Yams,1993,157998,1668.0,79821.18,14.99,High,4.99,Moderate,Very High,111.27418278852568,1.9793746550144335
Japan,Yams,1993,157998,1668.0,79821.18,14.68,High,4.68,Moderate,Very High,113.62397820163488,1.9793746550144335
Japan,Yams,1993,157998,1668.0,79821.18,14.72,High,4.720000000000001,Moderate,Very High,113.31521739130434,1.9793746550144335
Japan,Maize,1994,24852,1668.0,79821.18,16.33,High,6.329999999999998,Moderate,Very High,102.14329454990815,0.3113420355094286
Japan,Maize,1994,24852,1668.0,79821.18,13.78,High,3.7799999999999994,Moderate,Very High,121.04499274310595,0.3113420355094286
Japan,Maize,1994,24852,1668.0,79821.18,16.41,High,6.41,Moderate,Very High,101.64533820840951,0.3113420355094286
Japan,Maize,1994,24852,1668.0,79821.18,16.06,High,6.059999999999999,Moderate,Very High,103.86052303860524,0.3113420355094286
Japan,Maize,1994,24852,1668.0,79821.18,16.07,High,6.07,Moderate,Very High,103.79589296826384,0.3113420355094286
Japan,Potatoes,1994,312107,1668.0,79821.18,16.33,High,6.329999999999998,Moderate,Very High,102.14329454990815,3.9100285158836807
Japan,Potatoes,1994,312107,1668.0,79821.18,13.78,High,3.7799999999999994,Moderate,Very High,121.04499274310595,3.9100285158836807
Japan,Potatoes,1994,312107,1668.0,79821.18,16.41,High,6.41,Moderate,Very High,101.64533820840951,3.9100285158836807
Japan,Potatoes,1994,312107,1668.0,79821.18,16.06,High,6.059999999999999,Moderate,Very High,103.86052303860524,3.9100285158836807
Japan,Potatoes,1994,312107,1668.0,79821.18,16.07,High,6.07,Moderate,Very High,103.79589296826384,3.9100285158836807
Japan,"Rice, paddy",1994,67703,1668.0,79821.18,16.33,High,6.329999999999998,Moderate,Very High,102.14329454990815,0.8481727760379384
Japan,"Rice, paddy",1994,67703,1668.0,79821.18,13.78,High,3.7799999999999994,Moderate,Very High,121.04499274310595,0.8481727760379384
Japan,"Rice, paddy",1994,67703,1668.0,79821.18,16.41,High,6.41,Moderate,Very High,101.64533820840951,0.8481727760379384
Japan,"Rice, paddy",1994,67703,1668.0,79821.18,16.06,High,6.059999999999999,Moderate,Very High,103.86052303860524,0.8481727760379384
Japan,"Rice, paddy",1994,67703,1668.0,79821.18,16.07,High,6.07,Moderate,Very High,103.79589296826384,0.8481727760379384
Japan,Soybeans,1994,16223,1668.0,79821.18,16.33,High,6.329999999999998,Moderate,Very High,102.14329454990815,0.20323925004303317
Japan,Soybeans,1994,16223,1668.0,79821.18,13.78,High,3.7799999999999994,Moderate,Very High,121.04499274310595,0.20323925004303317
Japan,Soybeans,1994,16223,1668.0,79821.18,16.41,High,6.41,Moderate,Very High,101.64533820840951,0.20323925004303317
Japan,Soybeans,1994,16223,1668.0,79821.18,16.06,High,6.059999999999999,Moderate,Very High,103.86052303860524,0.20323925004303317
Japan,Soybeans,1994,16223,1668.0,79821.18,16.07,High,6.07,Moderate,Very High,103.79589296826384,0.20323925004303317
Japan,Sweet potatoes,1994,246394,1668.0,79821.18,16.33,High,6.329999999999998,Moderate,Very High,102.14329454990815,3.086786153923634
Japan,Sweet potatoes,1994,246394,1668.0,79821.18,13.78,High,3.7799999999999994,Moderate,Very High,121.04499274310595,3.086786153923634
Japan,Sweet potatoes,1994,246394,1668.0,79821.18,16.41,High,6.41,Moderate,Very High,101.64533820840951,3.086786153923634
Japan,Sweet potatoes,1994,246394,1668.0,79821.18,16.06,High,6.059999999999999,Moderate,Very High,103.86052303860524,3.086786153923634
Japan,Sweet potatoes,1994,246394,1668.0,79821.18,16.07,High,6.07,Moderate,Very High,103.79589296826384,3.086786153923634
Japan,Wheat,1994,37182,1668.0,79821.18,16.33,High,6.329999999999998,Moderate,Very High,102.14329454990815,0.4658103800221944
Japan,Wheat,1994,37182,1668.0,79821.18,13.78,High,3.7799999999999994,Moderate,Very High,121.04499274310595,0.4658103800221944
Japan,Wheat,1994,37182,1668.0,79821.18,16.41,High,6.41,Moderate,Very High,101.64533820840951,0.4658103800221944
Japan,Wheat,1994,37182,1668.0,79821.18,16.06,High,6.059999999999999,Moderate,Very High,103.86052303860524,0.4658103800221944
Japan,Wheat,1994,37182,1668.0,79821.18,16.07,High,6.07,Moderate,Very High,103.79589296826384,0.4658103800221944
Japan,Yams,1994,208410,1668.0,79821.18,16.33,High,6.329999999999998,Moderate,Very High,102.14329454990815,2.6109284411926614
Japan,Yams,1994,208410,1668.0,79821.18,13.78,High,3.7799999999999994,Moderate,Very High,121.04499274310595,2.6109284411926614
Japan,Yams,1994,208410,1668.0,79821.18,16.41,High,6.41,Moderate,Very High,101.64533820840951,2.6109284411926614
Japan,Yams,1994,208410,1668.0,79821.18,16.06,High,6.059999999999999,Moderate,Very High,103.86052303860524,2.6109284411926614
Japan,Yams,1994,208410,1668.0,79821.18,16.07,High,6.07,Moderate,Very High,103.79589296826384,2.6109284411926614
Japan,Maize,1995,25000,1668.0,79821.18,15.25,High,5.25,Moderate,Very High,109.37704918032787,0.3131961567574326
Japan,Maize,1995,25000,1668.0,79821.18,12.98,High,2.9800000000000004,Moderate,Very High,128.50539291217257,0.3131961567574326
Japan,Maize,1995,25000,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.3131961567574326
Japan,Maize,1995,25000,1668.0,79821.18,14.83,High,4.83,Moderate,Very High,112.47471341874578,0.3131961567574326
Japan,Maize,1995,25000,1668.0,79821.18,14.97,High,4.970000000000001,Moderate,Very High,111.42284569138276,0.3131961567574326
Japan,Potatoes,1995,323558,1668.0,79821.18,15.25,High,5.25,Moderate,Very High,109.37704918032787,4.053484883524855
Japan,Potatoes,1995,323558,1668.0,79821.18,12.98,High,2.9800000000000004,Moderate,Very High,128.50539291217257,4.053484883524855
Japan,Potatoes,1995,323558,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,4.053484883524855
Japan,Potatoes,1995,323558,1668.0,79821.18,14.83,High,4.83,Moderate,Very High,112.47471341874578,4.053484883524855
Japan,Potatoes,1995,323558,1668.0,79821.18,14.97,High,4.970000000000001,Moderate,Very High,111.42284569138276,4.053484883524855
Japan,"Rice, paddy",1995,63432,1668.0,79821.18,15.25,High,5.25,Moderate,Very High,109.37704918032787,0.7946663446174986
Japan,"Rice, paddy",1995,63432,1668.0,79821.18,12.98,High,2.9800000000000004,Moderate,Very High,128.50539291217257,0.7946663446174986
Japan,"Rice, paddy",1995,63432,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.7946663446174986
Japan,"Rice, paddy",1995,63432,1668.0,79821.18,14.83,High,4.83,Moderate,Very High,112.47471341874578,0.7946663446174986
Japan,"Rice, paddy",1995,63432,1668.0,79821.18,14.97,High,4.970000000000001,Moderate,Very High,111.42284569138276,0.7946663446174986
Japan,Soybeans,1995,17347,1668.0,79821.18,15.25,High,5.25,Moderate,Very High,109.37704918032787,0.21732054925084734
Japan,Soybeans,1995,17347,1668.0,79821.18,12.98,High,2.9800000000000004,Moderate,Very High,128.50539291217257,0.21732054925084734
Japan,Soybeans,1995,17347,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.21732054925084734
Japan,Soybeans,1995,17347,1668.0,79821.18,14.83,High,4.83,Moderate,Very High,112.47471341874578,0.21732054925084734
Japan,Soybeans,1995,17347,1668.0,79821.18,14.97,High,4.970000000000001,Moderate,Very High,111.42284569138276,0.21732054925084734
Japan,Sweet potatoes,1995,241020,1668.0,79821.18,15.25,High,5.25,Moderate,Very High,109.37704918032787,3.019461508067056
Japan,Sweet potatoes,1995,241020,1668.0,79821.18,12.98,High,2.9800000000000004,Moderate,Very High,128.50539291217257,3.019461508067056
Japan,Sweet potatoes,1995,241020,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,3.019461508067056
Japan,Sweet potatoes,1995,241020,1668.0,79821.18,14.83,High,4.83,Moderate,Very High,112.47471341874578,3.019461508067056
Japan,Sweet potatoes,1995,241020,1668.0,79821.18,14.97,High,4.970000000000001,Moderate,Very High,111.42284569138276,3.019461508067056
Japan,Wheat,1995,29319,1668.0,79821.18,15.25,High,5.25,Moderate,Very High,109.37704918032787,0.36730392479884666
Japan,Wheat,1995,29319,1668.0,79821.18,12.98,High,2.9800000000000004,Moderate,Very High,128.50539291217257,0.36730392479884666
Japan,Wheat,1995,29319,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.36730392479884666
Japan,Wheat,1995,29319,1668.0,79821.18,14.83,High,4.83,Moderate,Very High,112.47471341874578,0.36730392479884666
Japan,Wheat,1995,29319,1668.0,79821.18,14.97,High,4.970000000000001,Moderate,Very High,111.42284569138276,0.36730392479884666
Japan,Yams,1995,197704,1668.0,79821.18,15.25,High,5.25,Moderate,Very High,109.37704918032787,2.476805319022858
Japan,Yams,1995,197704,1668.0,79821.18,12.98,High,2.9800000000000004,Moderate,Very High,128.50539291217257,2.476805319022858
Japan,Yams,1995,197704,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,2.476805319022858
Japan,Yams,1995,197704,1668.0,79821.18,14.83,High,4.83,Moderate,Very High,112.47471341874578,2.476805319022858
Japan,Yams,1995,197704,1668.0,79821.18,14.97,High,4.970000000000001,Moderate,Very High,111.42284569138276,2.476805319022858
Japan,Maize,1996,24510,1668.0,79821.18,15.2,High,5.199999999999999,Moderate,Very High,109.73684210526316,0.30705751208498694
Japan,Maize,1996,24510,1668.0,79821.18,12.61,High,2.6099999999999994,Moderate,Very High,132.2759714512292,0.30705751208498694
Japan,Maize,1996,24510,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.30705751208498694
Japan,Maize,1996,24510,1668.0,79821.18,14.79,High,4.789999999999999,Moderate,Very High,112.77890466531441,0.30705751208498694
Japan,Maize,1996,24510,1668.0,79821.18,14.8,High,4.800000000000001,Moderate,Very High,112.7027027027027,0.30705751208498694
Japan,Potatoes,1996,299709,1668.0,79821.18,15.2,High,5.199999999999999,Moderate,Very High,109.73684210526316,3.754708277824535
Japan,Potatoes,1996,299709,1668.0,79821.18,12.61,High,2.6099999999999994,Moderate,Very High,132.2759714512292,3.754708277824535
Japan,Potatoes,1996,299709,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,3.754708277824535
Japan,Potatoes,1996,299709,1668.0,79821.18,14.79,High,4.789999999999999,Moderate,Very High,112.77890466531441,3.754708277824535
Japan,Potatoes,1996,299709,1668.0,79821.18,14.8,High,4.800000000000001,Moderate,Very High,112.7027027027027,3.754708277824535
Japan,"Rice, paddy",1996,65402,1668.0,79821.18,15.2,High,5.199999999999999,Moderate,Very High,109.73684210526316,0.8193462017699843
Japan,"Rice, paddy",1996,65402,1668.0,79821.18,12.61,High,2.6099999999999994,Moderate,Very High,132.2759714512292,0.8193462017699843
Japan,"Rice, paddy",1996,65402,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.8193462017699843
Japan,"Rice, paddy",1996,65402,1668.0,79821.18,14.79,High,4.789999999999999,Moderate,Very High,112.77890466531441,0.8193462017699843
Japan,"Rice, paddy",1996,65402,1668.0,79821.18,14.8,High,4.800000000000001,Moderate,Very High,112.7027027027027,0.8193462017699843
Japan,Soybeans,1996,18093,1668.0,79821.18,15.2,High,5.199999999999999,Moderate,Very High,109.73684210526316,0.22666632256848912
Japan,Soybeans,1996,18093,1668.0,79821.18,12.61,High,2.6099999999999994,Moderate,Very High,132.2759714512292,0.22666632256848912
Japan,Soybeans,1996,18093,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.22666632256848912
Japan,Soybeans,1996,18093,1668.0,79821.18,14.79,High,4.789999999999999,Moderate,Very High,112.77890466531441,0.22666632256848912
Japan,Soybeans,1996,18093,1668.0,79821.18,14.8,High,4.800000000000001,Moderate,Very High,112.7027027027027,0.22666632256848912
Japan,Sweet potatoes,1996,233474,1668.0,79821.18,15.2,High,5.199999999999999,Moderate,Very High,109.73684210526316,2.9249263801113927
Japan,Sweet potatoes,1996,233474,1668.0,79821.18,12.61,High,2.6099999999999994,Moderate,Very High,132.2759714512292,2.9249263801113927
Japan,Sweet potatoes,1996,233474,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,2.9249263801113927
Japan,Sweet potatoes,1996,233474,1668.0,79821.18,14.79,High,4.789999999999999,Moderate,Very High,112.77890466531441,2.9249263801113927
Japan,Sweet potatoes,1996,233474,1668.0,79821.18,14.8,High,4.800000000000001,Moderate,Very High,112.7027027027027,2.9249263801113927
Japan,Wheat,1996,30164,1668.0,79821.18,15.2,High,5.199999999999999,Moderate,Very High,109.73684210526316,0.3778899548972479
Japan,Wheat,1996,30164,1668.0,79821.18,12.61,High,2.6099999999999994,Moderate,Very High,132.2759714512292,0.3778899548972479
Japan,Wheat,1996,30164,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,0.3778899548972479
Japan,Wheat,1996,30164,1668.0,79821.18,14.79,High,4.789999999999999,Moderate,Very High,112.77890466531441,0.3778899548972479
Japan,Wheat,1996,30164,1668.0,79821.18,14.8,High,4.800000000000001,Moderate,Very High,112.7027027027027,0.3778899548972479
Japan,Yams,1996,194514,1668.0,79821.18,15.2,High,5.199999999999999,Moderate,Very High,109.73684210526316,2.43684148942061
Japan,Yams,1996,194514,1668.0,79821.18,12.61,High,2.6099999999999994,Moderate,Very High,132.2759714512292,2.43684148942061
Japan,Yams,1996,194514,1668.0,79821.18,15.32,High,5.32,Moderate,Very High,108.87728459530025,2.43684148942061
Japan,Yams,1996,194514,1668.0,79821.18,14.79,High,4.789999999999999,Moderate,Very High,112.77890466531441,2.43684148942061
Japan,Yams,1996,194514,1668.0,79821.18,14.8,High,4.800000000000001,Moderate,Very High,112.7027027027027,2.43684148942061
Japan,Maize,1997,24771,1668.0,79821.18,15.76,High,5.76,Moderate,Very High,105.83756345177665,0.31032727996153453
Japan,Maize,1997,24771,1668.0,79821.18,13.43,High,3.4299999999999997,Moderate,Very High,124.19955323901713,0.31032727996153453
Japan,Maize,1997,24771,1668.0,79821.18,15.89,High,5.890000000000001,Moderate,Very High,104.97168030207678,0.31032727996153453
Japan,Maize,1997,24771,1668.0,79821.18,15.37,High,5.369999999999999,Moderate,Very High,108.523096942095,0.31032727996153453
Japan,Maize,1997,24771,1668.0,79821.18,15.39,High,5.390000000000001,Moderate,Very High,108.38206627680312,0.31032727996153453
Japan,Potatoes,1997,307549,1668.0,79821.18,15.76,High,5.76,Moderate,Very High,105.83756345177665,3.8529265925836658
